Problem Name	Problem1	Problem1ESP	Problem2	Problem2ESP	Problem3	Problem3ESP	Problem5	Problem5ESP	Problem6	Problem6ESP	Problem7	Problem7ESP	Problem8	Problem8ESP	Problem9	Problem9ESP	Problem10	Problem10ESP	Problem11	Problem11ESP	Problem12	Problem12ESP	Problem13	Problem13ESP	Problem14	Problem14ESP	Problem15	Problem15ESP	Problem16	Problem16ESP	Problem17	Problem17ESP	Problem18	Problem18ESP	Problem19	Problem19ESP	Problem20	Problem20ESP	Problem21	Problem21ESP	Problem22	Problem22ESP	Problem23	Problem23ESP	Problem24	Problem24ESP
%(hintMessage_52_please_enter_3200_highlighted)%	Please enter '1659000' in the highlighted field.	[google]Ingrese '1659000' en el campo resaltado.	Please enter '77500' in the highlighted field.	[google]Ingrese '77500' en el campo resaltado.	Please enter '24300' in the highlighted field.	[google]Ingrese '24300' en el campo resaltado.	Please enter '7200' in the highlighted field.	[google]Ingrese '7200' en el campo resaltado.	Please enter '1500' in the highlighted field.	[google]Ingrese '1500' en el campo resaltado.	Please enter '12' in the highlighted field.	[google]Ingrese '12' en el campo resaltado.	Please enter '3600' in the highlighted field.	[google]Ingrese '3600' en el campo resaltado.	Please enter '162500' in the highlighted field.	[google]Ingrese '162500' en el campo resaltado.	Please enter '1000' in the highlighted field.	[google]Ingrese '1000' en el campo resaltado.	Please enter '200' in the highlighted field.	[google]Ingrese '200' en el campo resaltado.	Please enter '1800' in the highlighted field.	[google]Ingrese '1800' en el campo resaltado.	Please enter '9100' in the highlighted field.	[google]Ingrese '9100' en el campo resaltado.	Please enter '202200' in the highlighted field.	[google]Ingrese '202200' en el campo resaltado.	Please enter '71000' in the highlighted field.	[google]Ingrese '71000' en el campo resaltado.	Please enter '130000000' in the highlighted field.	[google]Ingrese '130000000' en el campo resaltado.	Please enter '198000' in the highlighted field.	[google]Ingrese '198000' en el campo resaltado.	Please enter '1000' in the highlighted field.	[google]Ingrese '1000' en el campo resaltado.	Please enter '4845' in the highlighted field.	[google]Ingrese '4845' en el campo resaltado.	Please enter '10500' in the highlighted field.	[google]Ingrese '10500' en el campo resaltado.	Please enter '18900' in the highlighted field.	[google]Ingrese '18900' en el campo resaltado.	Please enter '3000' in the highlighted field.	[google]Ingrese '3000' en el campo resaltado.	Please enter '16800' in the highlighted field.	[google]Ingrese '16800' en el campo resaltado.	Please enter '525' in the highlighted field.	[google]Ingrese '525' en el campo resaltado.
%(hintMessage_36_try_entering_64_highlighted)%	Try entering '79' in the highlighted field.	[google]Intente ingresar '79' en el campo resaltado.	Try entering '15.5' in the highlighted field.	[google]Intente ingresar '15 .5 'en el campo resaltado.	Try entering '81' in the highlighted field.	[google]Intente ingresar '81' en el campo resaltado.	Try entering '36' in the highlighted field.	[google]Intente ingresar '36' en el campo resaltado.	Try entering '20' in the highlighted field.	[google]Intente ingresar '20' en el campo resaltado.	Try entering '1.5' in the highlighted field.	[google]Intente ingresar '1.5' en el campo resaltado.	Try entering '9' in the highlighted field.	[google]Intente ingresar '9' en el campo resaltado.	Try entering '6.5' in the highlighted field.	[google]Intente ingresar '6.5' en el campo resaltado.	Try entering '12.5' in the highlighted field.	[google]Intente ingresar '12 .5 'en el campo resaltado.	Try entering '40' in the highlighted field.	[google]Intente ingresar '40' en el campo resaltado.	Try entering '72' in the highlighted field.	[google]Intente ingresar '72' en el campo resaltado.	Try entering '70' in the highlighted field.	[google]Intente ingresar '70' en el campo resaltado.	Try entering '84.25' in the highlighted field.	[google]Intente ingresar '84 .25 'en el campo resaltado.	Try entering '35.5' in the highlighted field.	[google]Intente ingresar '35 .5 'en el campo resaltado.	Try entering '65' in the highlighted field.	[google]Intente ingresar '65' en el campo resaltado.	Try entering '33' in the highlighted field.	[google]Intente ingresar '33' en el campo resaltado.	Try entering '2' in the highlighted field.	[google]Intente ingresar '2' en el campo resaltado.	Try entering '57' in the highlighted field.	[google]Intente ingresar '57' en el campo resaltado.	Try entering '7' in the highlighted field.	[google]Intente ingresar '7' en el campo resaltado.	Try entering '63' in the highlighted field.	[google]Intente ingresar '63' en el campo resaltado.	Try entering '12.5' in the highlighted field.	[google]Intente ingresar '12 .5 'en el campo resaltado.	Try entering '96' in the highlighted field.	[google]Intente ingresar '96' en el campo resaltado.	Try entering '15' in the highlighted field.	[google]Intente ingresar '15' en el campo resaltado.
%(hintMessage_79_multiplying_50_2_changes)%	Dividing 21000 by 210 changes it to 100.	[google]Dividir 21000 por 210 lo cambia a 100.	Dividing 5000 by 50 changes it to 100.	[google]Dividir 5000 por 50 lo cambia a 100.	Dividing 300 by 3 changes it to 100.	[google]Dividir 300 por 3 lo cambia a 100.	Dividing 200 by 2 changes it to 100.	[google]Dividir 200 por 2 lo cambia a 100.	Multiplying 75 by 0 changes it to 100.	[google]Multiplicar 75 por 0 lo cambia a 100.	Multiplying 8 by 0 changes it to 100.	[google]Multiplicar 8 por 0 lo cambia a 100.	Dividing 400 by 4 changes it to 100.	[google]Dividir 400 por 4 lo cambia a 100.	Dividing 25000 by 250 changes it to 100.	[google]Dividir 25000 por 250 lo cambia a 100.	Multiplying 80 by  changes it to 100.	[google]Multiplicar 80 por cambiarlo a 100.	Multiplying 5 by 20 changes it to 100.	[google]Multiplicar 5 por 20 lo cambia a 100.	Multiplying 25 by 4 changes it to 100.	[google]Multiplicar 25 por 4 lo cambia a 100.	Multiplying 130 by 0 changes it to 100.	[google]Multiplicar 130 por 0 lo cambia a 100.	Dividing 2400 by 24 changes it to 100.	[google]Dividir 2400 por 24 lo cambia a 100.	Dividing 2000 by 20 changes it to 100.	[google]Dividir 2000 por 20 lo cambia a 100.	Dividing 2000000 by 20000 changes it to 100.	[google]La división 2000000 por 20000 lo cambia a 100.	Dividing 6000 by 60 changes it to 100.	[google]Dividir 6000 por 60 lo cambia a 100.	Dividing 500 by 5 changes it to 100.	[google]Dividir 500 por 5 lo cambia a 100.	Multiplying 85 by  changes it to 100.	[google]Multiplicar 85 por cambia a 100.	Dividing 1500 by 15 changes it to 100.	[google]Dividir 1500 por 15 lo cambia a 100.	Dividing 300 by 3 changes it to 100.	[google]Dividir 300 por 3 lo cambia a 100.	Multiplying 240 by  changes it to 100.	[google]Multiplicar 240 por cambiarlo a 100.	Multiplying 175 by  changes it to 100.	[google]Multiplicar 175 por cambia a 100.	Multiplying 35 by  changes it to 100.	[google]Multiplicar 35 por cambia a 100.
%(hintMessage_43_please_enter_100_highlighted)%	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.	Please enter '100' in the highlighted field.	Por favor, ingrese '100' en el campo resaltado.
%(hintMessage_112_please_select_pictures_kelly)%	Please select 'people who took part in the activity' from the highlighted menu.	[google]Seleccione 'personas que participaron en la actividad' en el menú resaltado.	Please select 'miles between Los Angeles and Oklahoma' from the highlighted menu.	[google]Seleccione 'Miles entre Los Ángeles y Oklahoma' en el menú resaltado.	Please select 'sq.ft. of carpeting already installed' from the highlighted menu.	[google]Seleccione 'SQ.FT. de alfombras ya instaladas 'en el menú resaltado.	Please select 'pages already read by Albert' from the highlighted menu.	[google]Seleccione 'Páginas ya leídas por Albert' en el menú resaltado.	Please select 'length of one story' from the highlighted menu.	[google]Seleccione 'Longitud de una historia' en el menú resaltado.	Please select 'credit Jane received ($)' from the highlighted menu.	[google]Seleccione 'Credit Jane recibió ($)' en el menú resaltado.	Please select 'people who answered correctly' from the highlighted menu.	[google]Seleccione 'personas que respondieron correctamente' en el menú resaltado.	Please select 'people who won the contest' from the highlighted menu.	[google]Seleccione 'personas que ganaron el concurso' en el menú resaltado.	Please select 'number of American gold medalists' from the highlighted menu.	[google]Seleccione 'Número de medallistas de oro americanos' en el menú resaltado.	Please select 'hours spent doing dishes' from the highlighted menu.	[google]Seleccione 'Horas dedicadas a platos' en el menú resaltado.	Please select 'sq.ft. of wrapping paper used for the present' from the highlighted menu.	[google]Seleccione 'SQ.FT. de papel de envoltura utilizado para el presente 'en el menú resaltado.	Please select 'minutes of the movie Emily has already watched' from the highlighted menu.	[google]Seleccione 'Minutos de la película Emily ya ha visto' en el menú resaltado.	Please select 'number of yawns that induced secondary yawns' from the highlighted menu.	[google]Seleccione 'Número de bostezos que indujeran bostezos secundarios' en el menú resaltado.	Please select 'total tax withheld ($)' from the highlighted menu.	[google]Seleccione 'Total Impray Rephed ($)' en el menú resaltado.	Please select 'citizens that approved of the president's performance' from the highlighted menu.	[google]Seleccione 'Ciudadanos que aprobaron el desempeño del presidente' en el menú resaltado.	Please select 'number of adults who worked out regularly' from the highlighted menu.	[google]Seleccione 'Número de adultos que trabajaron regularmente' en el menú resaltado.	Please select 'number of students who opted for the tofu meal' from the highlighted menu.	[google]Seleccione 'Número de estudiantes que optaron por la comida de tofu' en el menú resaltado.	Please select 'clearance price of the jeans ($)' from the highlighted menu.	[google]Seleccione 'Precio de liquidación de los jeans ($)' en el menú resaltado.	Please select 'sales tax on the computer ($)' from the highlighted menu.	[google]Seleccione 'Impuesto sobre las ventas en la computadora ($)' en el menú resaltado.	Please select 'customers who bought light bulbs' from the highlighted menu.	[google]Seleccione 'clientes que compraran bombillas' en el menú resaltado.	Please select 'number of geometry problems' from the highlighted menu.	[google]Seleccione 'Número de problemas de geometría' en el menú resaltado.	Please select 'number of points awarded' from the highlighted menu.	[google]Seleccione 'Número de puntos otorgados' en el menú resaltado.	Please select 'tip received by the waiter ($)' from the highlighted menu.	[google]Seleccione 'Consejo recibido por el camarero ($)' en el menú resaltado.
%(buggyMessage_20_sure_representing_right_part)%	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?	Are you sure that you are representing the right part of the problem statement?	¿Estás seguro de que estás representando la parte correcta del enunciado del problema?
%(hintMessage_4_please_enter_32_highlighted)%	Please enter '16590' in the highlighted field.	[google]Ingrese '16590' en el campo resaltado.	Please enter '775' in the highlighted field.	[google]Ingrese '775' en el campo resaltado.	Please enter '243' in the highlighted field.	[google]Ingrese '243' en el campo resaltado.	Please enter '72' in the highlighted field.	[google]Ingrese '72' en el campo resaltado.	Please enter '15' in the highlighted field.	[google]Ingrese '15' en el campo resaltado.	Please enter '0.12' in the highlighted field.	[google]Ingrese '0.12' en el campo resaltado.	Please enter '36' in the highlighted field.	[google]Ingrese '36' en el campo resaltado.	Please enter '1625' in the highlighted field.	[google]Ingrese '1625' en el campo resaltado.	Please enter '10' in the highlighted field.	[google]Ingrese '10' en el campo resaltado.	Please enter '2' in the highlighted field.	Por favor, ingrese '2' en el campo resaltado.	Please enter '18' in the highlighted field.	[google]Ingrese '18' en el campo resaltado.	Please enter '91' in the highlighted field.	[google]Ingrese '91' en el campo resaltado.	Please enter '2022' in the highlighted field.	[google]Ingrese '2022' en el campo resaltado.	Please enter '710' in the highlighted field.	[google]Ingrese '710' en el campo resaltado.	Please enter '1300000' in the highlighted field.	[google]Ingrese '1300000' en el campo resaltado.	Please enter '1980' in the highlighted field.	[google]Ingrese '1980' en el campo resaltado.	Please enter '10' in the highlighted field.	[google]Ingrese '10' en el campo resaltado.	Please enter '48.45' in the highlighted field.	[google]Ingrese '48 .45 'en el campo resaltado.	Please enter '105' in the highlighted field.	[google]Ingrese '105' en el campo resaltado.	Please enter '189' in the highlighted field.	[google]Ingrese '189' en el campo resaltado.	Please enter '30' in the highlighted field.	[google]Ingrese '30' en el campo resaltado.	Please enter '168' in the highlighted field.	[google]Ingrese '168' en el campo resaltado.	Please enter '5.25' in the highlighted field.	[google]Ingrese '5.25' en el campo resaltado.
%(hintMessage_15_denominator_multiple_factor_one)%	Is the denominator a multiple or a factor of one hundred?	¿Es el denominador un múltiplo o un factor de cien?	Is the denominator a multiple or a factor of one hundred?	[google]¿Es el denominador un múltiplo o un factor de cien?	Is the denominator a multiple or a factor of one hundred?	¿Es el denominador un múltiplo o un factor de cien?	Is the denominator a multiple or a factor of one hundred?	¿Es el denominador un múltiplo o un factor de cien?	Is the denominator a multiple or a factor of one hundred?	¿Es el denominador un múltiplo o un factor de cien?	Is the denominator a multiple or a factor of one hundred?	¿Es el denominador un múltiplo o un factor de cien?	Is the denominator a multiple or a factor of one hundred?	¿Es el denominador un múltiplo o un factor de cien?	Is the denominator a multiple or a factor of one hundred?	¿Es el denominador un múltiplo o un factor de cien?	Is the denominator a multiple or a factor of one hundred?	¿Es el denominador un múltiplo o un factor de cien?	Is the denominator a multiple or a factor of one hundred?	¿Es el denominador un múltiplo o un factor de cien?	Is the denominator a multiple or a factor of one hundred?	¿Es el denominador un múltiplo o un factor de cien?	Is the denominator a multiple or a factor of one hundred?	¿Es el denominador un múltiplo o un factor de cien?	Is the denominator a multiple or a factor of one hundred?	¿Es el denominador un múltiplo o un factor de cien?	Is the denominator a multiple or a factor of one hundred?	¿Es el denominador un múltiplo o un factor de cien?	Is the denominator a multiple or a factor of one hundred?	¿Es el denominador un múltiplo o un factor de cien?	Is the denominator a multiple or a factor of one hundred?	¿Es el denominador un múltiplo o un factor de cien?	Is the denominator a multiple or a factor of one hundred?	¿Es el denominador un múltiplo o un factor de cien?	Is the denominator a multiple or a factor of one hundred?	¿Es el denominador un múltiplo o un factor de cien?	Is the denominator a multiple or a factor of one hundred?	¿Es el denominador un múltiplo o un factor de cien?	Is the denominator a multiple or a factor of one hundred?	[CTAT]NAN	Is the denominator a multiple or a factor of one hundred?	[CTAT]NAN	Is the denominator a multiple or a factor of one hundred?	¿Es el denominador un múltiplo o un factor de cien?	Is the denominator a multiple or a factor of one hundred?	¿Es el denominador un múltiplo o un factor de cien?
%(hintMessage_22_fill_section_using_information)%	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.	Fill out this section using the information you filled out above.	[google]Complete esta sección utilizando la información que completó anteriormente.	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.	Fill out this section using the information you filled out above.	Complete esta sección con la información que completó anteriormente.
%(hintMessage_110_number_senior_pictures_representing)%	Which part of the population are you representing in the numerator of this fraction?	[google]¿Qué parte de la población representa en el numerador de esta fracción?	Which part of the journey are you representing in the numerator of this fraction?	[google]¿Qué parte del viaje está representando en el numerador de esta fracción?	What part of the carpet installation are you representing in the numerator of this fraction?	[google]¿Qué parte de la instalación de la alfombra está representando en el numerador de esta fracción?	What part of Albert's reading are you representing in the numerator of this fraction?	[google]¿Qué parte de la lectura de Albert estás representando en el numerador de esta fracción?	What part of the radio program are you representing in the numerator of this fraction?	[google]¿Qué parte del programa de radio está representando en el numerador de esta fracción?	What part of the total order are you representing in the numerator of this fraction?	[google]¿Qué parte del orden total está representando en el numerador de esta fracción?	Which participants in the poll are you representing in the numerator of this fraction?	[google]¿Qué participantes en la encuesta representan en el numerador de esta fracción?	Which viewers are you trying to represent in the numerator of this fraction?	[google]¿Qué espectadores estás tratando de representar en el numerador de esta fracción?	Which gold medalists are you trying to represent in the numerator of this fraction?	[google]¿Qué medallistas de oro estás tratando de representar en el numerador de esta fracción?	Which part of the student's shift are you trying to represent as the numerator of this fraction?	[google]¿Qué parte del cambio del estudiante estás tratando de representar como el numerador de esta fracción?	Which quantity of the wrapping paper represents the numerator of this fraction?	[google]¿Qué cantidad del papel de envoltura representa el numerador de esta fracción?	How many minutes of the movie represents the numerator of this fraction?	[google]¿Cuántos minutos de la película representa el numerador de esta fracción?	What number of  yawns represents the numerator of this fraction?	[google]¿Qué número de bostezo representa el numerador de esta fracción?	What part of Joan's salary is represented as the numerator of this fraction?	[google]¿Qué parte del salario de Joan se representa como el numerador de esta fracción?	What part of the poll is going to be represented as the numerator of this fraction?	[google]¿Qué parte de la encuesta se representará como el numerador de esta fracción?	What part of the survey is going to be represented as the numerator of this fraction?	[google]¿Qué parte de la encuesta se representará como el numerador de esta fracción?	What part of the student body is being represented as the numerator of this fraction?	[google]¿Qué parte del alumnado se representa como el numerador de esta fracción?	Which price represents the numerator of this fraction?	[google]¿Qué precio representa el numerador de esta fracción?	Which amount is the numerator of this fraction?	[google]¿Qué cantidad es el numerador de esta fracción?	How many people represent the numerator of this fraction?	[google]¿Cuántas personas representan al numerador de esta fracción?	What part of the math problems are you representing as the numerator of this fraction?	[google]¿Qué parte de los problemas matemáticos representan como el numerador de esta fracción?	What part of Alex's score will be represented as the numerator of this fraction?	[google]¿Qué parte del puntaje de Alex se representará como el numerador de esta fracción?	Which value represents the numerator of the fraction?	[google]¿Qué valor representa el numerador de la fracción?
%(hintMessage_75_multiplying_50_2_changes)%	Dividing 21000 by 210 changes it to 100.	[google]Dividir 21000 por 210 lo cambia a 100.	Dividing 5000 by 50 changes it to 100.	[google]Dividir 5000 por 50 lo cambia a 100.	Dividing 300 by 3 changes it to 100.	[google]Dividir 300 por 3 lo cambia a 100.	Dividing 200 by 2 changes it to 100.	[google]Dividir 200 por 2 lo cambia a 100.	Multiplying 75 by 0 changes it to 100.	[google]Multiplicar 75 por 0 lo cambia a 100.	Multiplying 8 by 0 changes it to 100.	[google]Multiplicar 8 por 0 lo cambia a 100.	Dividing 400 by 4 changes it to 100.	[google]Dividir 400 por 4 lo cambia a 100.	Dividing 25000 by 250 changes it to 100.	[google]Dividir 25000 por 250 lo cambia a 100.	Multiplying 80 by  changes it to 100.	[google]Multiplicar 80 por cambiarlo a 100.	Multiplying 5 by 20 changes it to 100.	[google]Multiplicar 5 por 20 lo cambia a 100.	Multiplying 25 by 4 changes it to 100.	[google]Multiplicar 25 por 4 lo cambia a 100.	Multiplying 130 by 0 changes it to 100.	[google]Multiplicar 130 por 0 lo cambia a 100.	Dividing 2400 by 24 changes it to 100.	[google]Dividir 2400 por 24 lo cambia a 100.	Dividing 2000 by 20 changes it to 100.	[google]Dividir 2000 por 20 lo cambia a 100.	Dividing 2000000 by 20000 changes it to 100.	[google]La división 2000000 por 20000 lo cambia a 100.	Dividing 6000 by 60 changes it to 100.	[google]Dividir 6000 por 60 lo cambia a 100.	Dividing 500 by 5 changes it to 100.	[google]Dividir 500 por 5 lo cambia a 100.	Multiplying 85 by  changes it to 100.	[google]Multiplicar 85 por cambia a 100.	Dividing 1500 by 15 changes it to 100.	[google]Dividir 1500 por 15 lo cambia a 100.	Dividing 300 by 3 changes it to 100.	[google]Dividir 300 por 3 lo cambia a 100.	Multiplying 240 by  changes it to 100.	[google]Multiplicar 240 por cambiarlo a 100.	Multiplying 175 by  changes it to 100.	[google]Multiplicar 175 por cambia a 100.	Multiplying 35 by  changes it to 100.	[google]Multiplicar 35 por cambia a 100.
%(hintMessage_11_enter_lowercase_letter_represent)%	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.	Enter a lowercase letter to represent the unknown value.	Ingrese una letra minúscula para representar el valor desconocido.
%(buggyMessage_33_please_enter_lowercase_letter)%	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.	Please enter a lowercase letter.	Por favor, ingrese una letra minúscula.
