Problem Name	Problem1	ProblemESP1	Problem2	ProblemESP2	Problem3	ProblemESP3	Problem4	ProblemESP4	Problem5	ProblemESP5	Problem6	Problem7	ProblemESP7	Problem8	ProblemESP8
%(dec-h2)%	To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again.	Para expresar la razón como decimal, simplemente divida el numerador por el denominador. Recuerde, dividir por 100 es como dividir por 10 y luego dividir por 10 nuevamente.	To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again.	Para expresar la razón como decimal, simplemente divida el numerador por el denominador. Recuerde, dividir por 100 es como dividir por 10 y luego dividir por 10 nuevamente.	To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again.	Para expresar la razón como decimal, simplemente divida el numerador por el denominador. Recuerde, dividir por 100 es como dividir por 10 y luego dividir por 10 nuevamente.	To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again.	Para expresar la razón como decimal, simplemente divida el numerador por el denominador. Recuerde, dividir por 100 es como dividir por 10 y luego dividir por 10 nuevamente.	To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again.	Para expresar la razón como decimal, simplemente divida el numerador por el denominador. Recuerde, dividir por 100 es como dividir por 10 y luego dividir por 10 nuevamente.	To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again.	To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again.	Para expresar la razón como decimal, simplemente divida el numerador por el denominador. Recuerde, dividir por 100 es como dividir por 10 y luego dividir por 10 nuevamente.	To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again.	Para expresar la razón como decimal, simplemente divida el numerador por el denominador. Recuerde, dividir por 100 es como dividir por 10 y luego dividir por 10 nuevamente.
%(dec-h3)%	To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!	Para dividir el número por 10, salte el punto decimal un lugar hacia la IZQUIERDA. Si es un número entero, ¡hay un punto decimal 'invisible' en el lado derecho del número!	To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!	Para dividir el número por 10, salte el punto decimal un lugar hacia la IZQUIERDA. Si es un número entero, ¡hay un punto decimal 'invisible' en el lado derecho del número!	To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!	Para dividir el número por 10, salte el punto decimal un lugar hacia la IZQUIERDA. Si es un número entero, ¡hay un punto decimal 'invisible' en el lado derecho del número!	To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!	Para dividir el número por 10, salte el punto decimal un lugar hacia la IZQUIERDA. Si es un número entero, ¡hay un punto decimal 'invisible' en el lado derecho del número!	To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!	Para dividir el número por 10, salte el punto decimal un lugar hacia la IZQUIERDA. Si es un número entero, ¡hay un punto decimal 'invisible' en el lado derecho del número!	To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!	To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!	Para dividir el número por 10, salte el punto decimal un lugar hacia la IZQUIERDA. Si es un número entero, ¡hay un punto decimal 'invisible' en el lado derecho del número!	To divide the number by 10, hop the decimal point over one place to the LEFT. If it's a whole number, there is an 'invisible' decimal point at the right side of the number!	Para dividir el número por 10, salte el punto decimal un lugar hacia la IZQUIERDA. Si es un número entero, ¡hay un punto decimal 'invisible' en el lado derecho del número!
%(q2-dec-h1)%	The ratio out of 100 is written as 20/100. Please express this value as a decimal.	La proporción de 100 se escribe como 20/100. Por favor, exprese este valor como decimal.	The ratio out of 100 is written as 40/100. Please express this value as a decimal.	La proporción de 100 se escribe como 40/100. Por favor, exprese este valor como decimal.	The ratio out of 100 is written as 50/100. Please express this value as a decimal.	La proporción de 100 se escribe como 50/100. Exprese este valor como decimal.	The ratio out of 100 is written as 20/100. Please express this value as a decimal.	La proporción de 100 se escribe como 20/100. Por favor, exprese este valor como decimal.	The ratio out of 100 is written as 90/100. Please express this value as a decimal.	La razón de 100 se escribe como 90/100. Por favor, exprese este valor como decimal.	The ratio out of 100 is written as 35/100. Please express this value as a decimal.	The ratio out of 100 is written as 20/100. Please express this value as a decimal.	La proporción de 100 se escribe como 20/100. Por favor, exprese este valor como decimal.	The ratio out of 100 is written as 40/100. Please express this value as a decimal.	La proporción de 100 se escribe como 40/100. Por favor, exprese este valor como decimal.
%(q3-dec-h1)%	The ratio out of 100 is written as 60/100. Please express this value as a decimal.	La proporción de 100 se escribe como 60/100. Exprese este valor como decimal.	The ratio out of 100 is written as 25/100. Please express this value as a decimal.	La proporción de 100 se escribe como 25/100. Exprese este valor como decimal.	The ratio out of 100 is written as 90/100. Please express this value as a decimal.	La razón de 100 se escribe como 90/100. Por favor, exprese este valor como decimal.	The ratio out of 100 is written as 80/100. Please express this value as a decimal.	La proporción de 100 se escribe como 80/100. Por favor, exprese este valor como decimal.	The ratio out of 100 is written as 40/100. Please express this value as a decimal.	La proporción de 100 se escribe como 40/100. Por favor, exprese este valor como decimal.	The ratio out of 100 is written as 22.5/100. Please express this value as a decimal.	The ratio out of 100 is written as 80/100. Please express this value as a decimal.	La proporción de 100 se escribe como 80/100. Por favor, exprese este valor como decimal.	The ratio out of 100 is written as 80/100. Please express this value as a decimal.	La proporción de 100 se escribe como 80/100. Por favor, exprese este valor como decimal.
%(q4-dec-h1)%	The ratio out of 100 is written as 5/100. Please express this value as a decimal.	La proporción de 100 se escribe como 5/100. Por favor, exprese este valor como decimal.	The ratio out of 100 is written as 75/100. Please express this value as a decimal.	La proporción de 100 se escribe como 75/100. Por favor, exprese este valor como decimal.	The ratio out of 100 is written as 70/100. Please express this value as a decimal.	La relación de 100 se escribe como 70/100. Por favor, exprese este valor como decimal.	The ratio out of 100 is written as 60/100. Please express this value as a decimal.	La proporción de 100 se escribe como 60/100. Por favor, exprese este valor como decimal.	The ratio out of 100 is written as 10/100. Please express this value as a decimal.	La razón de 100 se escribe como 10/100. Por favor, exprese este valor como decimal.	The ratio out of 100 is written as 65/100. Please express this value as a decimal.	The ratio out of 100 is written as 60/100. Please express this value as a decimal.	La proporción de 100 se escribe como 60/100. Por favor, exprese este valor como decimal.	The ratio out of 100 is written as 60/100. Please express this value as a decimal.	La proporción de 100 se escribe como 60/100. Por favor, exprese este valor como decimal.
%(q1-red-h1)%	To turn 100/100 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 100/100 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no se pueda simplificar.	To turn 1/20 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 1/20 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no se pueda simplificar.	To turn 5/50 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 5/50 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que no pueda simplificarse más.	To turn 10/25 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 10/25 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no se pueda simplificar más.	To turn 7/10 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 7/10 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que no se pueda simplificar más.	To turn 38/40 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	To turn 2/5 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 2/5 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no se pueda simplificar más.	To turn 3/15 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 3/15 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no pueda simplificarse.
%(q1-red-h2)%	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.
%(q1-red-h3)%	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 100 and 100 without any remainder.	O intente encontrar el máximo factor común. Este es el mayor de todos los números que puede dividir 100 y 100 sin ningún resto.	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 1 and 20 without any remainder.	O intente encontrar el máximo factor común. Este es el mayor de todos los números que pueden dividir tanto a 1 como a 20 sin ningún resto.	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 5 and 50 without any remainder.	O intente encontrar el máximo factor común. Este es el mayor de todos los números que puede dividir tanto a 5 como a 50 sin ningún resto.	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 10 and 25 without any remainder.	O intente encontrar el máximo factor común. Este es el mayor de todos los números que pueden dividir tanto a 10 como a 25 sin ningún resto.	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 7 and 10 without any remainder.	O intente encontrar el máximo factor común. Este es el mayor de todos los números que puede dividir tanto a 7 como a 10 sin ningún resto.	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 38 and 40 without any remainder.	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 2 and 5 without any remainder.	O intente encontrar el máximo factor común. Este es el mayor de todos los números que pueden dividir 2 y 5 sin ningún resto.	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 3 and 15 without any remainder.	O intente encontrar el máximo factor común. Este es el mayor de todos los números que pueden dividir tanto a 3 como a 15 sin ningún resto.
%(q1-red-h4)%	Need more help? Greatest common factor of 100 and 100 is 100.	Necesitas más ayuda? Máximo común divisor de 100 y 100 es 100.	Need more help? Greatest common factor of 1 and 20 is 1.	Necesitas más ayuda? Máximo común divisor de 1 y 20 es 1.	Need more help? Greatest common factor of 5 and 50 is 5.	Necesitas más ayuda? Máximo común divisor de 5 y 50 es 5.	Need more help? Greatest common factor of 10 and 25 is 5.	Necesitas más ayuda? Máximo común divisor de 10 y 25 es 5.	Need more help? Greatest common factor of 7 and 10 is 1.	Necesitas más ayuda? Máximo común divisor de 7 y 10 es 1.	Need more help? Greatest common factor of 38 and 40 is 2.	Need more help? Greatest common factor of 2 and 5 is 1.	Necesitas más ayuda? Máximo común divisor de 2 y 5 es 1.	Need more help? Greatest common factor of 3 and 15 is 3.	Necesitas más ayuda? Máximo común divisor de 3 y 15 es 3.
%(q1-red-h5)%	Try entering <%=fractionsimplify(fractionMake(100,100))%>.	Intente ingresar <%=fractionsimplify(fractionMake(100,100))%>.	Try entering <%=fractionsimplify(fractionMake(1,20))%>.	Intente ingresar <% = fracctionsimplify (transactionMake (1,20))%>.	Try entering <%=fractionsimplify(fractionMake(5,50))%>.	intente ingresar <%=fractionsimplify(fractionMake(5,50))%>.	Try entering <%=fractionsimplify(fractionMake(10,25))%>.	Intente ingresar <%=fractionsimplify(fractionMake(10,25))%>.	Try entering <%=fractionsimplify(fractionMake(7,10))%>.	Intente ingresar <%=fractionsimplify(fractionMake(7,10))%>.	Try entering <%=fractionsimplify(fractionMake(38,40))%>.	Try entering <%=fractionsimplify(fractionMake(2,5))%>.	Intente ingresar <% = fracciones simplificar (fracciones hacen (2,5))%>.	Try entering <%=fractionsimplify(fractionMake(3,15))%>.	Intente ingresar <% = fraccionesimplificar (fracciónMake (3,15))%>.
%(q2-red-h1)%	To turn 20/100 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 20/100 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que no se pueda simplificar más.	To turn 8/20 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 8/20 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que no se pueda simplificar más.	To turn 25/50 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 25/50 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no se pueda simplificar.	To turn 5/25 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 5/25 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no se pueda simplificar más.	To turn 9/10 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 9/10 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no se pueda simplificar.	To turn 14/40 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	To turn 1/5 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 1/5 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no se pueda simplificar más.	To turn 6/15 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 6/15 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que no se pueda simplificar más.
%(q2-red-h2)%	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.
%(q2-red-h3)%	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 100 and 100 without any remainder.	O intente encontrar el máximo factor común. Este es el mayor de todos los números que puede dividir 100 y 100 sin ningún resto.	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 1 and 20 without any remainder.	O intente encontrar el máximo factor común. Este es el mayor de todos los números que pueden dividir tanto a 1 como a 20 sin ningún resto.	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 5 and 50 without any remainder.	O intente encontrar el máximo factor común. Este es el mayor de todos los números que puede dividir tanto a 5 como a 50 sin ningún resto.	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 10 and 25 without any remainder.	O intente encontrar el máximo factor común. Este es el mayor de todos los números que pueden dividir tanto a 10 como a 25 sin ningún resto.	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 7 and 10 without any remainder.	O intente encontrar el máximo factor común. Este es el mayor de todos los números que puede dividir tanto a 7 como a 10 sin ningún resto.	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 38 and 40 without any remainder.	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 2 and 5 without any remainder.	O intente encontrar el máximo factor común. Este es el mayor de todos los números que pueden dividir 2 y 5 sin ningún resto.	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 3 and 15 without any remainder.	O intente encontrar el máximo factor común. Este es el mayor de todos los números que pueden dividir tanto a 3 como a 15 sin ningún resto.
%(q2-red-h4)%	Need more help? Greatest common factor of 20 and 100 is 20.	Necesitas más ayuda? Máximo común divisor de 20 y 100 es 20.	Need more help? Greatest common factor of 8 and 20 is 4.	Necesitas más ayuda? Máximo común divisor de 8 y 20 es 4.	Need more help? Greatest common factor of 25 and 50 is 25.	Necesitas más ayuda? Máximo común divisor de 25 y 50 es 25.	Need more help? Greatest common factor of 5 and 25 is 5.	Necesitas más ayuda? Máximo común divisor de 5 y 25 es 5.	Need more help? Greatest common factor of 9 and 10 is 1.	Necesitas más ayuda? Máximo común divisor de 9 y 10 es 1.	Need more help? Greatest common factor of 14 and 40 is 2.	Need more help? Greatest common factor of 1 and 5 is 1.	Necesitas más ayuda? Máximo común divisor de 1 y 5 es 1.	Need more help? Greatest common factor of 6 and 15 is 3.	Necesitas más ayuda? Máximo común divisor de 6 y 15 es 3.
%(q2-red-h5)%	Try entering <%=fractionsimplify(fractionMake(20,100))%>.	Intente ingresar <% = fraccionesimplificar (fracciónMake (20,100))%>.	Try entering <%=fractionsimplify(fractionMake(8,20))%>.	Intente ingresar <%=fractionsimplify(fractionMake(8,20))%>.	Try entering <%=fractionsimplify(fractionMake(25,50))%>.	Intente ingresar <%=fractionsimplify(fractionMake(25,50))%>.	Try entering <%=fractionsimplify(fractionMake(5,25))%>.	Intente ingresar <%=fractionsimplify(fractionMake(5,25))%>.	Try entering <%=fractionsimplify(fractionMake(9,10))%>.	Intente ingresar <% = fracciones simplificar (las fracciones hacen (9,10))%>.	Try entering <%=fractionsimplify(fractionMake(14,40))%>.	Try entering <%=fractionsimplify(fractionMake(1,5))%>.	Intente ingresar <%=fractionsimplify(fractionMake(1,5))%>.	Try entering <%=fractionsimplify(fractionMake(6,15))%>.	Intente ingresar <%=fractionsimplify(fractionMake(6,15))%>.
%(q3-red-h1)%	To turn 60/100 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 60/100 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no se pueda simplificar.	To turn 5/20 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 5/20 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no se pueda simplificar más.	To turn 45/50 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 45/50 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que no pueda simplificarse más.	To turn 20/25 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 20/25 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que no se pueda simplificar más.	To turn 4/10 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 4/10 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que no se pueda simplificar más.	To turn 9/40 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	To turn 4/5 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 4/5 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que no se pueda simplificar más.	To turn 12/15 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 12/15 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no pueda simplificarse.
%(q3-red-h2)%	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.
%(q3-red-h3)%	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 100 and 100 without any remainder.	O intente encontrar el máximo factor común. Este es el mayor de todos los números que puede dividir 100 y 100 sin ningún resto.	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 1 and 20 without any remainder.	O intente encontrar el máximo factor común. Este es el mayor de todos los números que pueden dividir tanto a 1 como a 20 sin ningún resto.	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 5 and 50 without any remainder.	O intente encontrar el máximo factor común. Este es el mayor de todos los números que puede dividir tanto a 5 como a 50 sin ningún resto.	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 10 and 25 without any remainder.	O intente encontrar el máximo factor común. Este es el mayor de todos los números que pueden dividir tanto a 10 como a 25 sin ningún resto.	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 7 and 10 without any remainder.	O intente encontrar el máximo factor común. Este es el mayor de todos los números que puede dividir tanto a 7 como a 10 sin ningún resto.	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 38 and 40 without any remainder.	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 2 and 5 without any remainder.	O intente encontrar el máximo factor común. Este es el mayor de todos los números que pueden dividir 2 y 5 sin ningún resto.	Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 3 and 15 without any remainder.	O intente encontrar el máximo factor común. Este es el mayor de todos los números que pueden dividir tanto a 3 como a 15 sin ningún resto.
%(q3-red-h4)%	Need more help? Greatest common factor of 60 and 100 is 20.	Necesitas más ayuda? Máximo común divisor de 60 y 100 es 20.	Need more help? Greatest common factor of 5 and 20 is 5.	Necesitas más ayuda? Máximo común divisor de 5 y 20 es 5.	Need more help? Greatest common factor of 45 and 50 is 5.	Necesitas más ayuda? Máximo común divisor de 45 y 50 es 5.	Need more help? Greatest common factor of 20 and 25 is 5.	Necesitas más ayuda? Máximo común divisor de 20 y 25 es 5.	Need more help? Greatest common factor of 4 and 10 is 2.	Necesitas más ayuda? Máximo común divisor de 4 y 10 es 2.	Need more help? Greatest common factor of 9 and 40 is 1.	Need more help? Greatest common factor of 4 and 5 is 1.	Necesitas más ayuda? Máximo común divisor de 4 y 5 es 1.	Need more help? Greatest common factor of 12 and 15 is 3.	Necesitas más ayuda? Máximo común divisor de 12 y 15 es 3.
%(q3-red-h5)%	Try entering <%=fractionsimplify(fractionMake(60,100))%>.	Intente ingresar <%=fractionsimplify(fractionMake(60,100))%>.	Try entering <%=fractionsimplify(fractionMake(5,20))%>.	Intente ingresar <%=fractionsimplify (fractionMake (5,20))%>.	Try entering <%=fractionsimplify(fractionMake(45,50))%>.	Intente ingresar <%=fractionsimplify(fractionMake(45,50))%>.	Try entering <%=fractionsimplify(fractionMake(20,25))%>.	Intente ingresar <%=fractionsimplify(fractionMake(20,25))%>.	Try entering <%=fractionsimplify(fractionMake(4,10))%>.	Intente ingresar <%=fractionsimplify(fractionMake(4,10))%>.	Try entering <%=fractionsimplify(fractionMake(9,40))%>.	Try entering <%=fractionsimplify(fractionMake(4,5))%>.	Intente ingresar <%=fractionsimplify(fractionMake(4,5))%>.	Try entering <%=fractionsimplify(fractionMake(12,15))%>.	Intente ingresar <%=fractionsimplify(fractionMake(12,15))%>.
%(q4-red-h1)%	To turn 5/100 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 5/100 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no pueda simplificarse.	To turn 15/20 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 15/20 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no se pueda simplificar más.	To turn 35/50 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 35/50 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no pueda simplificarse.	To turn 15/25 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 15/25 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que no se pueda simplificar más.	To turn 1/10 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 1/10 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que no pueda simplificarse más.	To turn 26/40 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	To turn 3/5 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 3/5 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no se pueda simplificar.	To turn 9/15 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.	Para convertir 9/15 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no se pueda simplificar más.
%(q4-red-h2)%	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.	You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.	Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.
